City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Descp
186,Chokurdakh,RU,70.63,147.92,4.17,94,100,6.33,overcast clouds
187,Abha,SA,18.22,42.51,68.0,63,20,8.05,few clouds
188,Whitehorse,CA,60.72,-135.05,21.99,90,81,1.99,broken clouds
189,Tha Chang,TH,9.26,99.19,78.8,94,75,1.12,broken clouds
190,Dmytrivka,UA,45.97,28.99,52.75,83,100,15.37,light rain
191,Kapurthala,IN,31.38,75.38,62.6,77,0,5.57,smoke
192,Nioro,GM,13.35,-15.75,98.26,18,90,3.96,overcast clouds
193,Bodden Town,KY,19.28,-81.25,87.01,74,20,5.82,few clouds
194,Flinders,AU,-34.58,150.86,63.0,91,100,3.0,light rain
195,Port Blair,IN,11.67,92.75,81.0,83,85,9.28,overcast clouds
196,Sur,OM,22.57,59.53,75.56,66,0,6.29,clear sky
197,Salalah,OM,17.02,54.09,82.4,58,0,4.7,clear sky
198,Kifri,IQ,34.7,44.97,66.36,22,9,1.9,clear sky
199,Kahului,US,20.89,-156.47,75.2,88,90,4.7,light rain
200,Novo Aripuana,BR,-5.12,-60.38,97.84,39,88,4.07,moderate rain
201,Cockburn Town,TC,21.46,-71.14,83.5,79,100,17.9,overcast clouds
202,Pimenta Bueno,BR,-11.67,-61.19,90.9,49,100,6.46,overcast clouds
203,Cayenne,GF,4.93,-52.33,89.6,59,75,14.99,broken clouds
204,Sobolevo,RU,54.43,31.9,47.25,96,100,4.36,light rain
205,San Andres,CO,12.58,-81.7,80.6,88,40,6.93,scattered clouds
206,Kimbe,PG,-5.55,150.14,76.08,88,96,3.09,overcast clouds
207,Sisimiut,GL,66.94,-53.67,21.56,91,92,5.57,overcast clouds
208,Paamiut,GL,61.99,-49.67,25.97,84,95,6.78,overcast clouds
209,Gat,IL,31.61,34.76,78.01,100,1,11.59,clear sky
210,Pangoa,PE,-12.12,-73.0,75.78,93,100,2.86,very heavy rain
211,Ukiah,US,39.15,-123.21,61.0,31,1,1.61,clear sky
212,Nabire,ID,-3.37,135.48,76.33,88,100,4.83,light rain
213,Lincoln,US,40.8,-96.67,48.99,57,0,3.0,clear sky
214,Kiruna,SE,67.86,20.23,12.2,92,0,6.93,clear sky
215,Lebu,CL,-37.62,-73.65,59.61,63,0,13.13,clear sky
216,Barra Patuca,HN,15.8,-84.28,86.27,64,2,4.29,clear sky
217,Aklavik,CA,68.22,-135.01,3.85,91,76,10.29,broken clouds
218,Acapulco,MX,16.86,-99.89,82.4,74,5,1.97,clear sky
219,Mayumba,GA,-3.43,10.66,77.23,90,95,9.51,overcast clouds
220,Kargasok,RU,59.06,80.86,26.44,99,100,3.0,light snow
221,Abu Samrah,SY,35.3,37.18,69.69,41,100,0.36,overcast clouds
222,Kununurra,AU,-15.77,128.73,82.4,83,42,4.7,scattered clouds
223,Faya,SA,18.39,42.45,68.0,63,20,8.05,few clouds
224,Hilton Head Island,US,32.22,-80.75,66.0,63,1,10.29,clear sky
225,Tessalit,ML,20.2,1.01,93.25,10,6,11.77,clear sky
226,College,US,64.86,-147.8,12.0,85,90,2.35,light snow
227,Komsomolskiy,UZ,40.43,71.72,48.2,45,0,6.93,mist
228,Cap Malheureux,MU,-19.98,57.61,69.01,54,0,5.01,clear sky
229,Sao Raimundo Nonato,BR,-9.02,-42.7,91.35,44,84,7.58,broken clouds
230,Micco,US,27.88,-80.5,79.0,77,0,11.05,clear sky
231,Metro,ID,-5.11,105.31,77.7,83,100,4.18,overcast clouds
232,Dingle,PH,11.0,122.67,77.4,91,100,5.53,overcast clouds
233,Kingaroy,AU,-26.53,151.83,66.2,88,0,6.93,clear sky
234,Nizhnevartovsk,RU,60.93,76.55,32.0,95,90,6.71,mist
235,Jalu,LY,29.03,21.55,72.88,46,0,9.98,clear sky
236,Uttarkashi,IN,30.73,78.45,58.46,35,0,6.04,clear sky
237,Chuy,UY,-33.7,-53.46,61.84,65,62,12.06,broken clouds
238,Nantucket,US,41.28,-70.1,46.0,100,90,26.4,moderate rain
239,Teya,RU,60.38,92.63,6.78,92,5,1.59,clear sky
240,Porto Novo,BJ,6.5,2.6,87.8,70,20,8.05,few clouds
241,Kapit,MY,2.02,112.93,74.41,94,78,0.38,broken clouds
242,Erenhot,CN,43.65,111.98,46.87,47,100,23.87,overcast clouds
243,Marabba,SD,12.35,32.18,92.62,19,52,2.3,broken clouds
244,Vestmannaeyjar,IS,63.44,-20.27,42.8,87,40,23.04,light rain
245,Wukari,NG,7.85,9.78,90.93,46,1,3.67,clear sky
246,Katsuura,JP,35.13,140.3,55.4,54,0,19.46,clear sky
247,Lata,PT,40.16,-8.33,75.0,54,0,5.12,clear sky
248,Chicama,PE,-7.84,-79.15,60.8,87,90,5.82,mist
249,Saldanha,ZA,-33.01,17.94,66.2,45,0,23.04,clear sky
250,Zawiercie,PL,50.49,19.42,48.0,97,100,3.0,light rain
251,Hailar,CN,49.2,119.7,32.07,92,100,9.04,overcast clouds
252,San Patricio,US,28.02,-97.52,62.01,62,20,10.29,few clouds
253,Esperance,AU,-33.87,121.9,57.2,67,77,13.87,broken clouds
254,Hobyo,SO,5.35,48.53,81.88,74,4,11.7,clear sky
255,Nome,US,64.5,-165.41,17.6,78,90,4.99,light snow
256,Trinidad,BO,-14.83,-64.9,77.0,47,75,16.11,broken clouds
257,Ekibastuz,KZ,51.67,75.37,36.21,84,100,5.44,overcast clouds
258,Palana,RU,59.12,159.97,29.82,98,91,7.7,overcast clouds
259,Qaanaaq,GL,77.48,-69.36,15.51,81,99,5.32,overcast clouds
260,Swan Hill,AU,-35.34,143.55,54.14,87,6,12.21,clear sky
261,Haapiti,PF,-17.57,-149.87,75.2,88,20,2.24,few clouds
262,Bac Lieu,VN,9.29,105.72,79.66,86,37,4.65,scattered clouds
263,Yar-Sale,RU,66.83,70.83,30.61,98,89,9.73,overcast clouds
264,Half Moon Bay,US,37.46,-122.43,50.0,93,90,3.36,mist
265,Pudozh,RU,61.81,36.53,41.92,92,76,2.86,broken clouds
266,Kabinda,CD,-6.13,24.48,74.19,85,78,1.1,broken clouds
267,Senneterre,CA,48.38,-77.23,25.56,84,0,2.91,clear sky
268,Kaniama,CD,-7.57,24.18,72.59,83,33,2.82,scattered clouds
269,Gagra,GE,43.33,40.22,64.4,88,0,2.24,clear sky
270,Pangody,RU,65.85,74.49,25.45,98,95,9.04,overcast clouds
271,Port Hardy,CA,50.7,-127.42,46.87,77,60,9.89,light rain
272,Vila Do Maio,CV,15.13,-23.22,87.8,52,0,19.46,clear sky
273,Dudinka,RU,69.41,86.18,10.4,72,100,17.9,overcast clouds
274,Mutsu,JP,41.29,141.22,44.6,75,40,9.17,scattered clouds
275,Xiongzhou,CN,25.12,114.3,62.65,80,0,1.03,clear sky
276,Ust-Maya,RU,60.42,134.53,1.51,92,98,3.15,overcast clouds
277,Boueni,YT,-12.9,45.08,80.6,74,20,8.05,few clouds
278,Litovko,RU,49.24,135.17,33.78,90,79,7.96,broken clouds
279,Tarakan,ID,3.3,117.63,81.63,81,100,7.87,moderate rain
280,Kalmunai,LK,7.42,81.82,81.18,78,56,1.19,light rain
281,Lompoc,US,34.64,-120.46,50.0,100,20,4.7,mist
282,Muros,ES,42.78,-9.06,64.99,74,97,11.43,overcast clouds
283,Marzuq,YE,14.4,46.47,71.85,50,0,4.03,clear sky
284,Bathsheba,BB,13.22,-59.52,80.6,78,75,24.16,shower rain
285,Havelock,US,34.88,-76.9,66.99,68,75,26.4,broken clouds
286,Huarmey,PE,-10.07,-78.15,68.79,68,93,8.23,overcast clouds
287,Evensk,RU,61.95,159.23,23.9,96,99,4.25,overcast clouds
288,Puerto Escondido,MX,15.85,-97.07,80.6,78,90,3.36,overcast clouds
289,Leningradskiy,RU,69.38,178.42,16.9,93,55,19.28,broken clouds
290,Muncar,ID,-8.43,114.33,78.82,88,99,2.84,light rain
291,Henties Bay,NA,-22.12,14.28,60.01,80,1,10.2,clear sky
292,Ryki,PL,51.63,21.93,48.0,48,100,4.52,overcast clouds
293,Virginia,US,37.55,-77.45,57.0,71,75,13.87,broken clouds
294,Salinopolis,BR,-0.61,-47.36,85.8,63,100,14.2,overcast clouds
295,Constitucion,CL,-35.33,-72.42,67.39,51,0,5.75,clear sky
296,Anchorage,US,61.22,-149.9,19.99,73,20,5.82,few clouds
297,Sambava,MG,-14.27,50.17,75.07,71,48,19.95,scattered clouds
298,Balsta,SE,59.57,17.53,39.99,100,90,3.36,fog
299,Rawson,AR,-43.3,-65.1,69.84,23,2,6.4,clear sky
300,Kotelnich,RU,58.31,48.35,34.23,92,66,8.19,broken clouds
301,Guerrero Negro,MX,27.98,-114.06,71.24,47,31,2.39,scattered clouds
302,Waipawa,NZ,-41.41,175.52,62.6,82,99,19.46,overcast clouds
303,Broken Hill,AU,-31.95,141.43,55.4,76,40,20.8,scattered clouds
304,Kudahuvadhoo,MV,2.67,72.89,83.03,75,84,9.91,light rain
305,Berezovyy,RU,51.67,135.7,31.66,89,93,2.66,overcast clouds
306,Visnes,NO,59.36,5.22,51.8,93,75,11.41,heavy intensity rain
307,Ballina,AU,-28.87,153.57,73.4,83,75,13.87,broken clouds
308,Hambantota,LK,6.12,81.12,75.2,100,90,2.24,overcast clouds
309,Ithaca,US,42.44,-76.5,36.0,100,90,8.05,overcast clouds
310,Rupert,US,42.62,-113.68,32.0,42,1,3.36,clear sky
311,Tual,ID,-5.67,132.75,83.05,74,26,9.8,scattered clouds
312,Port Lincoln,AU,-34.73,135.87,57.29,83,99,13.96,overcast clouds
313,Shingu,JP,33.73,135.98,47.03,77,0,7.11,clear sky
314,Lazaro Cardenas,MX,17.96,-102.2,81.48,69,97,3.13,overcast clouds
315,Katobu,ID,-4.94,122.53,77.13,84,44,1.79,scattered clouds
316,Sijunjung,ID,-0.69,100.95,73.6,90,100,1.95,light rain
317,Wuda,CN,39.5,106.71,43.74,50,0,16.84,clear sky
318,Bafata,GW,12.17,-14.75,96.31,24,12,2.66,few clouds
319,Cherskiy,RU,68.75,161.3,4.59,92,100,4.79,overcast clouds
320,Ventspils,LV,57.39,21.56,46.4,100,90,1.12,mist
321,Axim,GH,4.87,-2.24,82.98,72,30,6.64,scattered clouds
322,Lensk,RU,60.73,114.93,10.96,94,98,4.29,overcast clouds
323,Kaitangata,NZ,-46.28,169.85,63.0,58,100,2.95,light rain
324,Sao Jose Da Coroa Grande,BR,-8.9,-35.15,83.43,67,65,12.35,broken clouds
325,Srednekolymsk,RU,67.45,153.68,4.28,94,100,3.76,overcast clouds
326,Anadyr,RU,64.75,177.48,5.0,84,20,6.71,few clouds
327,Tateyama,JP,34.98,139.87,54.0,45,56,20.15,broken clouds
328,San Cosme Y Damian,PY,-27.32,-56.35,75.2,47,0,11.41,clear sky
329,Yining,CN,29.04,114.56,63.07,84,100,0.49,overcast clouds
330,Quiruvilca,PE,-7.97,-78.2,50.97,58,100,5.03,light rain
331,Log,RU,49.48,43.86,52.39,64,94,11.74,overcast clouds
332,Kamina,CD,-8.74,24.99,73.47,75,23,0.87,few clouds
333,Bago,MM,17.34,96.48,78.8,94,20,5.82,few clouds
334,Artyom,AZ,40.47,50.33,62.6,88,75,6.93,broken clouds
335,Sa Kaeo,TH,13.75,102.33,75.56,94,100,2.89,overcast clouds
336,Antonina,BR,-25.43,-48.71,54.0,100,90,17.22,overcast clouds
337,Soe,ID,-9.86,124.28,67.96,90,97,2.73,overcast clouds
338,Thinadhoo,MV,0.53,72.93,83.28,75,39,10.92,light rain
339,Murray Bridge,AU,-35.12,139.27,54.0,98,57,4.0,broken clouds
340,Akdepe,TM,42.06,59.38,50.0,37,0,9.17,clear sky
341,Chapais,CA,49.78,-74.85,21.34,92,30,3.47,scattered clouds
342,Kangalassy,RU,62.35,129.96,-20.2,75,40,4.47,scattered clouds
343,Tanout,NE,14.97,8.89,91.33,11,4,12.06,clear sky
344,San Jose,US,37.34,-121.89,57.99,70,40,3.36,haze
345,Lorengau,PG,-2.02,147.27,80.73,75,100,2.71,overcast clouds
346,Touros,BR,-5.2,-35.46,87.8,55,40,14.99,scattered clouds
347,Vostok,RU,46.49,135.88,25.07,99,100,4.03,overcast clouds
348,Borba,BR,-4.39,-59.59,91.24,60,91,3.18,moderate rain
349,Athabasca,CA,54.72,-113.29,31.37,98,100,12.57,overcast clouds
350,Champerico,GT,14.3,-91.92,82.4,69,75,5.21,broken clouds
351,Praia Da Vitoria,PT,38.73,-27.07,71.6,78,40,27.38,scattered clouds
352,Parana,AR,-31.73,-60.52,64.99,46,98,3.0,overcast clouds
353,Dunedin,NZ,-45.87,170.5,63.0,59,100,4.59,light rain
354,Takoradi,GH,4.88,-1.76,82.45,70,47,5.66,scattered clouds
355,Parintins,BR,-2.63,-56.74,99.05,40,61,4.59,moderate rain
356,Seydi,TM,39.48,62.91,50.94,39,0,11.03,clear sky
357,Huntsville,US,34.73,-86.59,52.0,76,90,11.41,overcast clouds
358,Port Augusta,AU,-32.5,137.77,59.0,82,40,13.87,scattered clouds
359,Beringovskiy,RU,63.05,179.32,25.88,82,0,7.65,clear sky
360,Lleida,ES,41.62,0.62,72.0,46,0,1.12,clear sky
361,Concepcion Del Oro,MX,24.63,-101.42,56.03,51,0,2.37,clear sky
362,Krutinka,RU,56.01,71.51,34.79,95,98,10.29,overcast clouds
363,Westport,US,41.14,-73.36,37.99,86,90,16.11,moderate rain
364,Pacific Grove,US,36.62,-121.92,46.4,100,90,5.59,fog
365,Idenao,CM,4.25,9.0,84.2,79,40,10.29,scattered clouds
366,Ormara,PK,25.21,64.64,77.36,69,0,10.36,clear sky
367,Jundia,BR,-8.93,-35.57,86.0,62,40,16.11,scattered clouds
368,Tumen,CN,42.97,129.84,33.87,81,0,1.12,clear sky
369,Deputatskiy,RU,69.3,139.9,3.6,96,100,0.45,light snow
370,Kartaly,RU,53.05,60.65,38.59,72,26,7.96,scattered clouds
371,Ngunguru,NZ,-35.62,174.5,64.0,95,100,5.01,overcast clouds
372,Clovis,US,36.83,-119.7,50.0,61,20,3.36,few clouds
373,Hudiksvall,SE,61.73,17.1,39.0,93,21,3.78,few clouds
374,Tiarei,PF,-17.53,-149.33,75.2,88,20,2.24,few clouds
375,Mahibadhoo,MV,3.78,72.97,82.58,76,83,8.32,light rain
376,Haimen,CN,23.19,116.61,69.8,68,0,6.71,clear sky
377,Fortuna,US,40.6,-124.16,39.2,100,1,4.7,clear sky
378,Kamenka,RU,51.32,42.77,44.19,90,100,12.8,moderate rain
379,Maple Creek,CA,49.92,-109.48,45.07,62,100,27.81,overcast clouds
380,Qasigiannguit,GL,68.82,-51.19,17.6,67,75,2.24,broken clouds
381,Kosh-Agach,RU,50.0,88.67,20.03,86,100,3.96,overcast clouds
382,Paraguari,PY,-25.62,-57.15,78.8,34,0,12.75,clear sky
383,Pisco,PE,-13.7,-76.22,69.01,68,94,8.05,overcast clouds
384,Bilibino,RU,68.05,166.44,4.26,86,100,1.72,overcast clouds
385,Lingao,CN,19.91,109.69,75.74,85,96,16.62,light rain
386,Aykino,RU,62.22,49.99,38.48,85,100,9.35,overcast clouds
387,Alamosa,US,37.47,-105.87,28.4,100,75,0.4,broken clouds
388,Bumba,CD,2.18,22.47,74.48,92,59,4.32,light rain
389,Guatire,VE,10.48,-66.54,82.0,56,64,1.25,light rain
390,Asfi,MA,32.3,-9.24,74.28,47,79,15.1,broken clouds
391,Namtsy,RU,62.72,129.67,-20.2,75,40,4.47,scattered clouds
392,Baykit,RU,61.67,96.37,5.7,90,45,3.74,scattered clouds
393,Oytal,KZ,42.91,73.27,45.18,49,0,3.83,clear sky
394,Port Arthur,CN,38.8,121.27,44.6,93,49,2.24,mist
395,Brufut,GM,13.38,-16.75,95.0,50,0,0.81,clear sky
396,Dolores,AR,-36.31,-57.68,63.36,44,0,3.38,clear sky
397,Powell,US,40.16,-83.08,46.0,75,75,11.41,broken clouds
398,Asau,RO,46.43,26.4,45.0,97,100,1.7,light rain
399,Kharan,PK,28.58,65.42,55.72,34,0,0.74,clear sky
400,Lethem,GY,3.38,-59.8,89.6,66,40,13.87,scattered clouds
401,Utica,US,43.1,-75.23,36.0,83,100,1.01,overcast clouds
402,Palauig,PH,15.44,119.9,80.89,78,97,5.39,overcast clouds
403,Vagay,RU,57.94,69.02,32.4,97,70,6.35,broken clouds
404,Ponta Delgada,PT,37.73,-25.67,69.8,94,75,16.11,broken clouds
405,Isangel,VU,-19.55,169.27,74.79,81,91,11.21,overcast clouds
406,Svetlaya,RU,46.54,138.33,38.37,76,40,6.31,scattered clouds
407,Vanimo,PG,-2.67,141.3,77.27,81,100,3.13,overcast clouds
408,East London,ZA,-33.02,27.91,60.8,82,40,4.7,scattered clouds
409,Alofi,NU,-19.06,-169.92,71.6,94,58,11.41,light rain
410,Keti Bandar,PK,24.14,67.45,81.01,58,0,7.96,clear sky
411,Kruisfontein,ZA,-34.0,24.73,61.0,59,30,4.0,scattered clouds
412,Skeldon,GY,5.88,-57.13,88.09,66,88,9.91,light rain
413,Cidreira,BR,-30.18,-50.21,65.55,59,69,10.07,broken clouds
414,Adelaide,AU,-34.93,138.6,57.99,82,75,10.29,broken clouds
415,Qui Nhon,VN,13.77,109.23,77.54,89,30,7.92,light rain
416,Portland,US,45.52,-122.68,51.01,90,90,3.0,overcast clouds
417,Tripoli,LY,32.88,13.19,70.25,66,7,14.79,clear sky
418,Zhob,PK,31.34,69.45,56.97,33,1,3.53,clear sky
419,Tuatapere,NZ,-46.13,167.68,55.99,97,100,4.0,moderate rain
420,Sangar,RU,63.92,127.47,-10.66,88,11,1.68,few clouds
421,Lalganj,IN,25.87,85.18,71.6,60,4,6.58,light rain
422,Belyy Yar,RU,53.6,91.39,37.4,59,0,11.18,clear sky
423,Key West,US,24.56,-81.78,87.8,70,20,6.93,few clouds
424,Severo-Kurilsk,RU,50.68,156.12,43.25,85,95,26.6,light rain
425,Rafaela,AR,-31.25,-61.49,64.99,37,100,1.99,overcast clouds
426,Tacuati,PY,-23.45,-56.58,84.24,41,0,5.3,clear sky
427,San Jeronimo,PE,-11.95,-75.28,63.57,40,100,2.04,light rain
428,Kibaya,TZ,-5.3,36.57,67.93,57,64,11.05,broken clouds
429,Mount Gambier,AU,-37.83,140.77,48.2,100,40,9.17,scattered clouds
430,San Andres Del Rabanedo,ES,42.61,-5.62,64.0,67,20,3.36,few clouds
431,Los Llanos De Aridane,ES,28.66,-17.92,75.2,73,40,12.75,scattered clouds
432,Ciudad Bolivar,VE,8.12,-63.55,91.49,52,94,8.1,overcast clouds
433,Okha,RU,53.57,142.95,33.62,90,86,3.06,overcast clouds
434,Karoi,ZW,-16.81,29.69,82.38,24,1,7.31,clear sky
435,Puerto Maldonado,PE,-12.6,-69.18,71.6,88,90,9.17,heavy intensity rain
436,Andenes,NO,69.31,16.12,35.6,69,20,18.34,few clouds
437,Beloha,MG,-25.17,45.05,73.26,57,0,16.67,clear sky
438,Viedma,AR,-40.81,-63.0,78.01,20,0,8.01,clear sky
439,Gidam,IN,18.98,81.4,67.84,72,5,3.27,clear sky
440,Urumqi,CN,43.8,87.6,39.2,60,0,2.24,clear sky
441,Alice Springs,AU,-23.7,133.88,60.8,23,25,6.93,scattered clouds
442,Yenagoa,NG,4.92,6.26,83.16,78,66,5.59,light rain
443,Port-Cartier,CA,50.03,-66.87,35.01,53,3,10.0,clear sky
444,West Bay,KY,19.37,-81.42,87.01,74,20,5.82,few clouds
445,Beboto,TD,8.27,16.94,86.0,52,18,3.6,few clouds
446,Sosnytsya,UA,51.52,32.5,48.97,87,100,1.86,overcast clouds
447,Honiton,GB,50.8,-3.19,59.0,93,40,12.75,scattered clouds
448,Vanavara,RU,60.34,102.28,9.91,96,96,1.79,overcast clouds
449,Namibe,AO,-15.2,12.15,74.19,73,6,10.49,light rain
450,Kahama,TZ,-3.83,32.6,79.61,34,92,1.61,overcast clouds
451,Wheeling,US,42.14,-87.93,39.0,55,1,9.17,clear sky
452,Camacari,BR,-12.7,-38.32,84.2,70,40,14.99,scattered clouds
453,Bobrovka,RU,54.05,61.75,34.38,86,0,7.14,clear sky
454,Caravelas,BR,-17.71,-39.25,83.97,60,16,12.57,few clouds
455,Sioux Lookout,CA,50.1,-91.92,27.37,92,0,7.16,clear sky
456,Mayo,US,38.89,-76.51,51.8,81,90,14.99,overcast clouds
457,Yakeshi,CN,49.28,120.73,30.65,93,100,5.01,light snow
458,Manzanillo,CU,20.34,-77.12,83.73,71,47,3.91,scattered clouds
459,Altagracia De Orituco,VE,9.86,-66.38,84.74,69,69,5.37,light rain
460,Havoysund,NO,71.0,24.66,35.6,64,75,13.87,broken clouds
461,Emerald,AU,-23.53,148.17,73.4,64,26,7.45,light rain
462,Pucallpa,PE,-8.38,-74.55,86.0,66,75,11.41,broken clouds
463,Tagusao,PH,9.19,117.81,81.0,83,98,6.13,moderate rain
464,Narsaq,GL,60.92,-46.05,30.2,63,75,2.24,broken clouds
465,Talas,TR,38.69,35.55,64.4,34,40,5.82,scattered clouds
466,Miri,MY,4.41,114.01,77.0,100,40,1.12,scattered clouds
467,Saint-Augustin,CA,51.23,-58.65,32.92,75,0,17.29,clear sky
468,Wadi Maliz,TN,36.47,8.55,73.4,49,40,9.17,scattered clouds
469,Pinsk,BY,52.12,26.1,45.25,83,17,6.87,few clouds
470,Belmonte,BR,-15.86,-38.88,82.4,65,20,17.22,few clouds
471,Kavieng,PG,-2.57,150.8,81.39,78,75,5.39,moderate rain
472,Grand Gaube,MU,-20.01,57.66,69.01,54,0,5.01,clear sky
473,Menongue,AO,-14.66,17.69,82.44,34,69,3.94,broken clouds
474,Okakarara,NA,-20.58,17.43,86.79,25,81,9.46,broken clouds
475,Santa Rosa,PH,14.31,121.11,82.99,78,75,3.36,moderate rain
476,Eirunepe,BR,-6.66,-69.87,90.75,57,50,1.41,light rain
477,Betioky,MG,-23.72,44.38,83.35,36,1,1.77,clear sky
478,Khandbari,NP,27.37,87.2,66.45,37,15,4.63,few clouds
479,Coahuayana,MX,18.73,-103.68,75.2,73,75,1.16,broken clouds
480,Sun Valley,US,39.6,-119.78,32.0,32,1,2.44,clear sky
481,Batemans Bay,AU,-35.72,150.18,61.0,96,84,5.88,light rain
482,Formello,IT,42.08,12.4,66.2,63,0,1.63,clear sky
483,Sinnamary,GF,5.38,-52.95,87.6,63,80,13.49,broken clouds
484,Nouakchott,MR,18.09,-15.98,87.8,43,0,18.34,clear sky
485,Sredniy Ikorets,RU,51.07,39.76,48.34,92,100,8.7,light rain
486,Ca Mau,VN,9.18,105.15,77.09,89,60,2.04,broken clouds
487,Veraval,IN,20.9,70.37,81.34,62,0,4.79,clear sky
488,Manggar,ID,-2.88,108.27,79.56,83,95,3.76,overcast clouds
489,Salinas,US,36.68,-121.66,46.4,93,1,2.15,mist
490,Corn Island,NI,12.17,-83.04,83.61,74,87,9.35,light rain
491,Najran,SA,17.49,44.13,77.0,22,0,11.41,clear sky
492,Shepetivka,UA,50.19,27.06,44.83,82,77,5.99,broken clouds
493,Walvis Bay,NA,-22.96,14.51,69.8,49,45,16.11,scattered clouds
494,Balud,PH,10.15,123.7,82.4,78,75,9.17,heavy intensity rain
495,Solec Kujawski,PL,53.08,18.23,48.0,100,90,3.36,light rain
496,Mindelo,CV,16.89,-24.98,84.2,62,20,32.21,few clouds
497,Sarakhs,IR,36.54,61.16,60.8,23,0,2.24,clear sky
498,Port Shepstone,ZA,-30.74,30.45,65.75,82,100,17.22,light rain
499,Sao Filipe,CV,14.9,-24.5,84.74,51,65,12.75,broken clouds
500,Hirara,JP,24.8,125.28,72.25,74,16,24.65,few clouds
501,Pandan,PH,14.05,124.17,81.39,81,85,18.88,light rain
502,Clarence Town,AU,-32.58,151.78,64.4,88,40,8.05,scattered clouds
503,Leninskoye,KZ,41.76,69.39,50.0,42,0,6.93,clear sky
504,Mpika,ZM,-11.83,31.45,73.71,40,42,6.42,scattered clouds
505,Smithers,CA,54.78,-127.17,27.64,94,57,4.25,broken clouds
506,North Bend,US,43.41,-124.22,53.01,100,90,10.29,overcast clouds
507,Debre Tabor,ET,11.85,38.02,53.8,72,18,0.49,few clouds
508,Zhigansk,RU,66.77,123.37,-12.08,90,100,1.1,overcast clouds
509,Dzhankoy,UA,45.72,34.4,55.81,78,100,5.95,overcast clouds
510,Tommot,RU,58.96,126.29,8.58,93,98,0.65,overcast clouds
511,Dori,BF,14.04,-0.03,97.52,11,19,6.22,few clouds
512,Mimoso Do Sul,BR,-21.06,-41.37,79.86,80,98,3.6,light rain
513,Chuzhou,CN,32.32,118.3,60.01,63,0,7.0,light rain
514,Turukhansk,RU,65.82,87.98,1.85,90,15,8.08,few clouds
515,Bud,US,39.45,-86.18,45.0,75,40,5.82,scattered clouds
516,Sulangan,PH,11.14,123.72,83.82,78,100,20.78,moderate rain
517,Micheweni,TZ,-4.97,39.83,77.79,83,100,10.45,light rain
518,Palmer,US,42.16,-72.33,34.0,98,90,5.82,moderate rain
519,Ordynskoye,RU,54.37,81.9,34.84,96,100,9.13,light rain
520,Conakry,GN,9.54,-13.68,87.8,74,20,11.41,few clouds
521,Port Moresby,PG,-9.44,147.18,75.2,94,75,3.36,broken clouds
522,Severnoye,RU,56.35,78.36,34.5,97,99,8.43,overcast clouds
523,Norilsk,RU,69.35,88.2,10.4,72,100,17.9,overcast clouds
524,Atar,MR,20.52,-13.05,95.65,11,100,7.67,overcast clouds
525,Urucara,BR,-2.54,-57.76,96.01,48,89,1.3,overcast clouds
526,Berbera,SO,10.44,45.01,84.04,73,8,13.24,clear sky
527,Khandyga,RU,62.67,135.6,-4.16,91,18,2.21,few clouds
528,Ginir,ET,7.13,40.7,59.81,94,97,4.65,moderate rain
529,Yumen,CN,40.28,97.2,34.32,77,41,12.77,scattered clouds
530,Oktyabrskoye,RU,43.06,44.74,51.8,81,0,4.47,clear sky
531,Ayan,RU,56.45,138.17,28.04,87,100,4.34,overcast clouds
532,Chippewa Falls,US,44.94,-91.39,36.0,64,0,3.0,clear sky
533,Plainview,US,40.78,-73.47,39.99,86,90,21.92,moderate rain
534,Alyangula,AU,-13.85,136.42,64.4,82,10,9.35,clear sky
535,Villazon,BO,-22.09,-65.59,56.52,37,43,11.03,scattered clouds
